Sample Name	Model ID	Feature ID	Classification	All Genes
RERFGC1B_STOMACH	ACH-000144	RERFGC1B_STOMACH_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
RERFGC1B_STOMACH	ACH-000144	RERFGC1B_STOMACH_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['ARPC4', 'ARPC4-TTLL3', 'ATG7', 'ATP2B2', 'ATP2B2-IT2', 'BRK1', 'BRPF1', 'C3orf20', 'CAMK1', 'CAND2', 'CAPN7', 'CAV3', 'CCDC174', 'CHCHD4', 'CIDEC', 'CIDECP1', 'COL6A4P1', 'CPNE9', 'CRELD1', 'EMC3', 'EMC3-AS1', 'FANCD2', 'FANCD2OS', 'FBLN2', 'FGD5', 'FGD5-AS1', 'FGD5P1', 'GHRL', 'GHRLOS', 'GRIP2', 'GRM7', 'GRM7-AS1', 'GRM7-AS2', 'GRM7-AS3', 'HDAC11', 'HDAC11-AS1', 'HRH1', 'IL17RC', 'IL17RE', 'IQSEC1', 'IRAK2', 'JAGN1', 'LHFPL4', 'LMCD1', 'LMCD1-AS1', 'LSM3', 'MKRN2', 'MKRN2OS', 'MRPS25', 'MTMR14', 'NR2C2', 'NUP210', 'OGG1', 'OXTR', 'PPARG', 'PRRT3', 'PRRT3-AS1', 'RAD18', 'RAF1', 'RBSN', 'RPL32', 'RPUSD3', 'SEC13', 'SETD5', 'SLC6A1', 'SLC6A1-AS1', 'SLC6A11', 'SLC6A6', 'SNORA7A', 'SNORA93', 'SRGAP3', 'SRGAP3-AS2', 'SRGAP3-AS3', 'SRGAP3-AS4', 'SSUH2', 'SYN2', 'TADA3', 'TAMM41', 'TATDN2', 'THUMPD3', 'THUMPD3-AS1', 'TIMP4', 'TMEM40', 'TMEM43', 'TPRXL', 'TSEN2', 'TTLL3', 'VGLL4', 'VHL', 'WNT7A', 'XPC']
RERFGC1B_STOMACH	ACH-000144	RERFGC1B_STOMACH_amplicon3_Linear amplification_1	Linear amplification	[]
RERFGC1B_STOMACH	ACH-000144	RERFGC1B_STOMACH_amplicon4_ecDNA_2	ecDNA	['ACSL5', 'ADO', 'ARID5B', 'CABCOCO1', 'CCDC172', 'CDK1', 'EGR2', 'GFRA1', 'GPAM', 'GTSF1L', 'GUCY2GP', 'IFT52', 'JMJD1C', 'JMJD1C-AS1', 'L3MBTL1', 'MYBL2', 'NRBF2', 'PTPRT', 'REEP3', 'RHOBTB1', 'RTKN2', 'SGK2', 'SNORD158', 'SRSF6', 'TECTB', 'TMEM26', 'TMEM26-AS1', 'TOX2', 'VTI1A', 'ZDHHC6']
RERFGC1B_STOMACH	ACH-000144	RERFGC1B_STOMACH_amplicon4_ecDNA_1	ecDNA	['CHD6', 'EMILIN3', 'LPIN3', 'ZHX3']
RKN_SOFT_TISSUE	ACH-000505	RKN_SOFT_TISSUE_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['ABCC9', 'AMN1', 'ARNTL2', 'ARNTL2-AS1', 'BCAT1', 'BHLHE41', 'BICD1', 'C12orf71', 'C12orf77', 'C2CD5', 'CAPRIN2', 'CASC1', 'CCDC91', 'CMAS', 'DDX11', 'DDX11-AS1', 'DENND5B', 'DENND5B-AS1', 'DNM1L', 'ERGIC2', 'ETFBKMT', 'ETFRF1', 'ETNK1', 'FAR2', 'FGD4', 'FGFR1OP2', 'FLJ13224', 'H3-5', 'INTS13', 'IPO8', 'ITPR2', 'KCNJ8', 'KLHL42', 'KRAS', 'LMNTD1', 'LRMP', 'MANSC4', 'MED21', 'MRPS35', 'OVCH1', 'OVCH1-AS1', 'OVOS2', 'PKP2', 'PPFIBP1', 'PTHLH', 'RASSF8', 'RASSF8-AS1', 'REP15', 'RESF1', 'SINHCAF', 'SMCO2', 'SOX5', 'SOX5-AS1', 'SSPN', 'ST8SIA1', 'STK38L', 'TM7SF3', 'TMTC1', 'TSPAN11', 'YARS2']
RL952_ENDOMETRIUM	ACH-000965	RL952_ENDOMETRIUM_amplicon1_ecDNA_1	ecDNA	['TFG']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon10_BFB_1	BFB	['ARHGAP23', 'ARL5C', 'C17orf98', 'CACNB1', 'CDK12', 'CISD3', 'CSF3', 'CWC25', 'EPOP', 'ERBB2', 'FBXL20', 'FBXO47', 'GPR179', 'GRB7', 'GSDMA', 'GSDMB', 'IKZF3', 'LASP1', 'LRRC37A11P', 'LRRC3C', 'MED1', 'MED24', 'MIEN1', 'MLLT6', 'NEUROD2', 'ORMDL3', 'PCGF2', 'PGAP3', 'PIP4K2B', 'PLXDC1', 'PNMT', 'PPP1R1B', 'PSMB3', 'PSMD3', 'RDM1P5', 'RPL19', 'RPL23', 'SNORA21', 'SNORA21B', 'SNORD124', 'SOCS7', 'SRCIN1', 'STAC2', 'STARD3', 'TCAP', 'THRA', 'ZPBP2']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon1_ecDNA_1	ecDNA	['DDI2', 'PLEKHM2', 'RSC1A1', 'SLC25A34', 'TMEM82']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon3_ecDNA_1	ecDNA	['CHCHD5', 'FLJ42351', 'NT5DC4', 'POLR1B', 'SLC20A1', 'TTL']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon4_ecDNA_1	ecDNA	['PAX8', 'PAX8-AS1', 'PSD4']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon5_ecDNA_1	ecDNA	['FGFR3', 'SH3BP2', 'TNIP2']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon6_ecDNA_1	ecDNA	['AKAP1', 'ANKFN1', 'C17orf67', 'CCDC182', 'COIL', 'DGKE', 'MSI2', 'MTVR2', 'NOG', 'PCTP', 'RNF126P1', 'SCPEP1', 'TMEM100', 'TRIM25']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon7_Complex non-cyclic_1	Complex non-cyclic	['BCAM', 'BCL3', 'CBLC', 'CEACAM16', 'CEACAM19', 'PVR', 'RXFP1']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon8_ecDNA_1	ecDNA	['BRI3BP', 'DHX37', 'THRIL', 'UBC']
RMGI_OVARY	ACH-000719	RMGI_OVARY_amplicon9_ecDNA_1	ecDNA	['FOS', 'NEK9', 'TMED10']
RPMI7951_SKIN	ACH-000348	RPMI7951_SKIN_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000817	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_Linear amplification_1	Linear amplification	['DUSP22', 'IRF4']
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000817	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon2_Linear amplification_1	Linear amplification	['CD109', 'CGAS', 'DDX43', 'DPPA5', 'EEF1A1', 'KCNQ5-AS1', 'KHDC1', 'KHDC1L', 'KHDC3L', 'MTO1', 'OOEP', 'SLC17A5']
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000817	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon3_Complex non-cyclic_1	Complex non-cyclic	[]
RT112_URINARY_TRACT	ACH-000473	RT112_URINARY_TRACT_amplicon1_ecDNA_1	ecDNA	['FGFR3']
RT112_URINARY_TRACT	ACH-000473	RT112_URINARY_TRACT_amplicon2_BFB_1	BFB	['DKK3', 'MICAL2', 'MICALCL', 'PARVA', 'USP47']
RT112_URINARY_TRACT	ACH-000473	RT112_URINARY_TRACT_amplicon3_BFB_1	BFB	['ADORA2B', 'AKAP10', 'ALDH3A1', 'ALDH3A2', 'ALKBH5', 'ATPAF2', 'B9D1', 'CCDC144A', 'CCDC144B', 'CCDC144CP', 'CCDC144NL', 'CCDC144NL-AS1', 'CDRT1', 'CDRT15L2', 'CDRT15P2', 'CDRT3', 'CDRT4', 'CDRT7', 'CDRT8', 'CENPV', 'COPS3', 'DHRS7B', 'DRC3', 'DRG2', 'EPN2', 'EPN2-AS1', 'EPN2-IT1', 'EVPLL', 'FAM106A', 'FAM106B', 'FAM106C', 'FAM83G', 'FBXW10', 'FLCN', 'FLII', 'FOXO3B', 'GID4', 'GRAP', 'GRAPL', 'KCNJ12', 'KRT16P1', 'KRT16P2', 'KRT16P3', 'KRT17P1', 'KRT17P2', 'KRT17P5', 'LGALS9B', 'LGALS9C', 'LLGL1', 'LRRC75A', 'MAP2K3', 'MAPK7', 'MED9', 'MEIS3P1', 'MFAP4', 'MIEF2', 'MPRIP', 'MYO15A', 'NATD1', 'NCOR1', 'NOS2P3', 'NT5M', 'PEMT', 'PIGL', 'PLD6', 'PMP22', 'PRPSAP2', 'RAI1', 'RAI1-AS1', 'RASD1', 'RNF112', 'SHMT1', 'SLC47A1', 'SLC47A2', 'SLC5A10', 'SMCR2', 'SMCR5', 'SMCR8', 'SNHG29', 'SNORD163', 'SNORD3A', 'SNORD3B-1', 'SNORD3B-2', 'SNORD3C', 'SNORD3D', 'SNORD49A', 'SNORD49B', 'SNORD65', 'SPECC1', 'SREBF1', 'TBC1D26', 'TBC1D27P', 'TBC1D28', 'TEKT3', 'TMEM11', 'TNFRSF13B', 'TOM1L2', 'TOP3A', 'TRIM16', 'TRIM16L', 'TRPV2', 'TTC19', 'TVP23B', 'TVP23C', 'TVP23C-CDRT4', 'UBB', 'ULK2', 'USP22', 'USP32P1', 'USP32P2', 'USP32P3', 'ZNF286A', 'ZNF286B', 'ZNF287', 'ZNF624', 'ZSWIM7']
RVH421_SKIN	ACH-000614	RVH421_SKIN_amplicon1_ecDNA_1	ecDNA	['CEP83', 'CEP83-DT', 'CRADD', 'EEA1', 'KRT19P2', 'MRPL42', 'NUDT4', 'PLXNC1', 'SOCS2', 'SOCS2-AS1', 'TMCC3', 'UBE2N']
RVH421_SKIN	ACH-000614	RVH421_SKIN_amplicon2_Linear amplification_1	Linear amplification	[]
RVH421_SKIN	ACH-000614	RVH421_SKIN_amplicon3_Complex non-cyclic_1	Complex non-cyclic	['ANGPTL5', 'ARHGAP42', 'BIRC2', 'BIRC3', 'CEP126', 'CFAP300', 'CNTN5', 'DCUN1D5', 'DDI1', 'DYNC2H1', 'MMP1', 'MMP10', 'MMP12', 'MMP13', 'MMP20', 'MMP27', 'MMP3', 'MMP7', 'MMP8', 'PDGFD', 'PGR', 'PGR-AS1', 'SNORD13I', 'TMEM123', 'TRPC6', 'WTAPP1', 'YAP1']
RVH421_SKIN	ACH-000614	RVH421_SKIN_amplicon4_Linear amplification_1	Linear amplification	[]
SBC5_LUNG	ACH-000670	SBC5_LUNG_amplicon1_Linear amplification_1	Linear amplification	[]
SBC5_LUNG	ACH-000670	SBC5_LUNG_amplicon2_ecDNA_1	ecDNA	[]
SBC5_LUNG	ACH-000670	SBC5_LUNG_amplicon4_BFB_1	BFB	[]
SCABER_URINARY_TRACT	ACH-000839	SCABER_URINARY_TRACT_amplicon1_ecDNA_1	ecDNA	['ABCA4', 'ARHGAP29', 'BCAR3', 'BCAR3-AS1', 'CCDC18', 'CCDC18-AS1', 'DIPK1A', 'DNTTIP2', 'DR1', 'EVI5', 'FNBP1L', 'GCLM', 'GFI1', 'MIG7', 'MTF2', 'RPL5', 'SNORA66', 'SNORD21', 'TMED5']
SCABER_URINARY_TRACT	ACH-000839	SCABER_URINARY_TRACT_amplicon2_BFB_1	BFB	['AKNAD1', 'AMIGO1', 'AMPD2', 'ATXN7L2', 'C1orf194', 'CELSR2', 'CLCC1', 'CYB561D1', 'FAM102B', 'FNDC7', 'GNAI3', 'GNAT2', 'GPR61', 'GPSM2', 'HENMT1', 'KIAA1324', 'MYBPHL', 'NBPF4', 'NBPF6', 'NTNG1', 'PRMT6', 'PRPF38B', 'PSMA5', 'PSRC1', 'SARS1', 'SCARNA2', 'SLC25A24', 'SORT1', 'SPATA42', 'STXBP3', 'SYPL2', 'TAF13', 'TMEM167B', 'VAV3', 'VAV3-AS1', 'WDR47']
SCABER_URINARY_TRACT	ACH-000839	SCABER_URINARY_TRACT_amplicon3_BFB_1	BFB	['ANGPTL5', 'ARHGAP42', 'BIRC2', 'BIRC3', 'CEP126', 'CFAP300', 'DCUN1D5', 'DYNC2H1', 'MMP1', 'MMP10', 'MMP12', 'MMP13', 'MMP20', 'MMP27', 'MMP3', 'MMP7', 'MMP8', 'PGR', 'PGR-AS1', 'SNORD13I', 'TMEM123', 'TRPC6', 'WTAPP1', 'YAP1']
SCABER_URINARY_TRACT	ACH-000839	SCABER_URINARY_TRACT_amplicon4_Complex non-cyclic_1	Complex non-cyclic	['JADE3', 'RP2', 'SLC9A7', 'VSIG4']
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon1_BFB_1	BFB	[]
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon2_Linear amplification_1	Linear amplification	['ABCA4', 'ABCD3', 'ALG14', 'ALG14-AS1', 'ARHGAP29', 'BARHL2', 'BCAR3', 'BCAR3-AS1', 'BRDT', 'BTBD8', 'C1orf146', 'CCDC18', 'CCDC18-AS1', 'CDC7', 'CNN3', 'DIPK1A', 'DNTTIP2', 'DPYD', 'DPYD-AS1', 'DPYD-AS2', 'DR1', 'EPHX4', 'EVI5', 'F3', 'FNBP1L', 'GBP1', 'GBP1P1', 'GBP2', 'GBP3', 'GBP4', 'GBP5', 'GBP6', 'GBP7', 'GCLM', 'GEMIN8P4', 'GFI1', 'GLMN', 'GTF2B', 'HFM1', 'KIAA1107', 'KYAT3', 'LRRC8B', 'LRRC8C', 'LRRC8C-DT', 'LRRC8D', 'MIG7', 'MTF2', 'PKN2', 'PKN2-AS1', 'PLPPR5', 'PTBP2', 'RBMXL1', 'RPAP2', 'RPL5', 'RWDD3', 'SETSIP', 'SLC44A3', 'SLC44A3-AS1', 'SNORA66', 'SNORD21', 'SNORD3G', 'SNX7', 'TGFBR3', 'TLCD4', 'TLCD4-RWDD3', 'TMED5', 'ZNF326', 'ZNF644']
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	Linear amplification	['DUSP22']
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon4_BFB_1	BFB	['ANO1', 'CCND1', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'LTO1', 'MRGPRD', 'MRGPRF', 'MRGPRF-AS1', 'MYEOV', 'PPFIA1', 'SHANK2', 'SHANK2-AS1', 'SHANK2-AS3', 'SMIM38', 'TPCN2']
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['ALG1L9P', 'ANAPC15', 'ARAP1', 'ARAP1-AS2', 'ARHGEF17', 'ATG16L2', 'CLPB', 'COA4', 'DEFB108B', 'DEFB131B', 'DHCR7', 'DNAJB13', 'FAM168A', 'FAM86C1', 'FCHSD2', 'FLJ42102', 'FOLR1', 'FOLR2', 'FOLR3', 'IL18BP', 'INPPL1', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'KRTAP5-9', 'LAMTOR1', 'LRTOMT', 'MRPL48', 'NADSYN1', 'NUMA1', 'P2RY2', 'P2RY6', 'PAAF1', 'PDE2A', 'PHOX2A', 'PLEKHB1', 'RAB6A', 'RELT', 'RNF121', 'STARD10', 'UCP2', 'UCP3', 'ZNF705E']
SCC25_UPPER_AERODIGESTIVE_TRACT	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT_amplicon6_Linear amplification_1	Linear amplification	['CALR', 'DAND5', 'DNASE2', 'FARSA', 'FARSA-AS1', 'GADD45GIP1', 'GCDH', 'IER2', 'KLF1', 'LYL1', 'NACC1', 'NFIX', 'RAD23A', 'STX10', 'SYCE2', 'TRMT1']
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['ABCB1', 'ABCB4', 'ACHE', 'ACTL6B', 'ADAM22', 'AGFG2', 'AKAP9', 'ANKIB1', 'AP1S1', 'AP4M1', 'ARPC1A', 'ARPC1B', 'ASB4', 'ASNS', 'ATP5MF', 'ATP5MF-PTCD1', 'AZGP1', 'AZGP1P1', 'BAIAP2L1', 'BET1', 'BHLHA15', 'BRI3', 'BUD31', 'C7orf61', 'CALCR', 'CASD1', 'CASTOR3', 'CCZ1P-OR7E38P', 'CDK14', 'CDK6', 'CDK6-AS1', 'CFAP69', 'CLDN12', 'CLDN15', 'CNPY4', 'COL1A2', 'COL1A2-AS1', 'COL26A1', 'COPS6', 'CPSF4', 'CROT', 'CYP3A4', 'CYP3A43', 'CYP3A5', 'CYP3A7', 'CYP3A7-CYP3A51P', 'CYP51A1', 'CYP51A1-AS1', 'CZ1P-ASNS', 'DBF4', 'DLX5', 'DLX6', 'DLX6-AS1', 'DMTF1', 'DPY19L2P4', 'DYNC1I1', 'EMSLR', 'EPHB4', 'EPO', 'ERVW-1', 'FAM133B', 'FAM200A', 'FBXO24', 'FIS1', 'FZD1', 'GAL3ST4', 'GATAD1', 'GIGYF1', 'GJC3', 'GNB2', 'GNG11', 'GNGT1', 'GPC2', 'GRM3', 'GTPBP10', 'HEPACAM2', 'IFT22', 'KIAA1324L', 'KPNA7', 'KRIT1', 'LAMTOR4', 'LMTK2', 'LNCPRESS1', 'LRCH4', 'LRRD1', 'MAP11', 'MBLAC1', 'MCM7', 'MEPCE', 'MOGAT3', 'MOSPD3', 'MTERF1', 'MUC12', 'MUC12-AS1', 'MUC17', 'MUC3A', 'MYH16', 'MYL10', 'NAT16', 'NPTX2', 'NYAP1', 'OCM2', 'OR2AE1', 'PCOLCE', 'PCOLCE-AS1', 'PDAP1', 'PDK4', 'PEG10', 'PEX1', 'PILRA', 'PILRB', 'PLOD3', 'PMS2P1', 'PON1', 'PON2', 'PON3', 'POP7', 'PPP1R35', 'PPP1R9A', 'PTCD1', 'PVRIG', 'PVRIG2P', 'RBM48', 'RUNDC3B', 'SAMD9', 'SAMD9L', 'SAP25', 'SCARNA28', 'SDHAF3', 'SEM1', 'SEMA3D', 'SERPINE1', 'SGCE', 'SLC12A9', 'SLC12A9-AS1', 'SLC25A13', 'SLC25A40', 'SMURF1', 'SPDYE3', 'SRI', 'SRRT', 'STAG3', 'STAG3L5P', 'STAG3L5P-PVRIG2P-PILRB', 'STEAP1', 'STEAP2', 'STEAP2-AS1', 'STEAP4', 'TAC1', 'TAF6', 'TECPR1', 'TEX47', 'TFPI2', 'TFR2', 'TMBIM7P', 'TMEM130', 'TMEM225B', 'TMEM243', 'TP53TG1', 'TRIM4', 'TRIM56', 'TRIP6', 'TRRAP', 'TSC22D4', 'UFSP1', 'VGF', 'VPS50', 'ZAN', 'ZASP', 'ZCWPW1', 'ZKSCAN1', 'ZKSCAN5', 'ZNF3', 'ZNF394', 'ZNF655', 'ZNF789', 'ZNF804B', 'ZNHIT1', 'ZSCAN21', 'ZSCAN25']
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	Linear amplification	[]
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon4_BFB_1	BFB	['ANO1', 'CCND1', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'LTO1', 'PPFIA1', 'SHANK2', 'SHANK2-AS1', 'SHANK2-AS3']
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon5_Linear amplification_1	Linear amplification	['ALG1L9P', 'ANAPC15', 'ARAP1', 'ARAP1-AS2', 'ARHGEF17', 'ATG16L2', 'C2CD3', 'CLPB', 'COA4', 'DEFB108B', 'DEFB131B', 'DHCR7', 'DNAJB13', 'FAM168A', 'FAM86C1', 'FCHSD2', 'FLJ42102', 'FOLR1', 'FOLR2', 'FOLR3', 'IL18BP', 'INPPL1', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'KRTAP5-9', 'LAMTOR1', 'LRTOMT', 'MRPL48', 'NADSYN1', 'NUMA1', 'P2RY2', 'P2RY6', 'P4HA3', 'P4HA3-AS1', 'PAAF1', 'PDE2A', 'PHOX2A', 'PLEKHB1', 'PPME1', 'RAB6A', 'RELT', 'RNF121', 'STARD10', 'UCP2', 'UCP3', 'ZNF705E']
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon6_Linear amplification_1	Linear amplification	['MED9', 'RASD1']
SCC4_UPPER_AERODIGESTIVE_TRACT	ACH-000238	SCC4_UPPER_AERODIGESTIVE_TRACT_amplicon9_Linear amplification_1	Linear amplification	['BRCC3', 'CLIC2', 'CMC4', 'DKC1', 'F8', 'F8A1', 'F8A2', 'F8A3', 'FUNDC2', 'GAB3', 'H2AB1', 'H2AB2', 'H2AB3', 'MPP1', 'MTCP1', 'RAB39B', 'SMIM9', 'SNORA36A', 'SNORA56', 'VBP1']
SCLC21H_LUNG	ACH-000659	SCLC21H_LUNG_amplicon1_ecDNA_1	ecDNA	['TTLL10']
SCLC21H_LUNG	ACH-000659	SCLC21H_LUNG_amplicon1_ecDNA_2	ecDNA	['CASC11', 'MYC']
SF295_CENTRAL_NERVOUS_SYSTEM	ACH-000376	SF295_CENTRAL_NERVOUS_SYSTEM_amplicon1_ecDNA_1	ecDNA	['CCND1', 'FGF19', 'FGF3', 'FGF4', 'IGHMBP2', 'LTO1', 'MRGPRD', 'MRGPRF', 'MRGPRF-AS1', 'MRPL21', 'MYEOV', 'SMIM38', 'TPCN2']
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['AACS', 'ACADS', 'AEBP2', 'ARNTL2', 'ARNTL2-AS1', 'BCAT1', 'BHLHE41', 'C12orf71', 'C12orf77', 'CABP1', 'CAPRIN2', 'CASC1', 'CCDC91', 'COQ5', 'DDX11', 'DDX11-AS1', 'DHX37', 'DYNLL1', 'ERGIC2', 'ETFRF1', 'FAR2', 'FGFR1OP2', 'FLJ13224', 'GATC', 'INTS13', 'IPO8', 'ITPR2', 'KRAS', 'LMNTD1', 'LRMP', 'MED21', 'MLEC', 'NCOR2', 'NRAV', 'OVCH1', 'OVCH1-AS1', 'OVOS2', 'PDE3A', 'PLEKHA5', 'POP5', 'PPFIBP1', 'PTHLH', 'RASSF8', 'RASSF8-AS1', 'RNF10', 'SCARB1', 'SLCO1C1', 'SMCO2', 'SOX5-AS1', 'SPACA3', 'SPPL3', 'SRSF9', 'SSPN', 'STK38L', 'THRIL', 'TM7SF3', 'TMEM132B', 'TMEM132C', 'TMEM98', 'TMTC1', 'TRIAP1', 'TSPAN11', 'UBC', 'UNC119B', 'XLOC_009911']
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon2_BFB_1	BFB	['IRF4']
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon3_Linear amplification_1	Linear amplification	['ATP6V0E2', 'ATP6V0E2-AS1', 'EZH2', 'GHET1', 'KRBA1', 'PDIA4', 'RNY1', 'RNY3', 'RNY4', 'RNY5', 'SSPO', 'ZNF212', 'ZNF282', 'ZNF398', 'ZNF425', 'ZNF467', 'ZNF746', 'ZNF767P', 'ZNF777', 'ZNF783', 'ZNF786', 'ZNF862']
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon4_Linear amplification_1	Linear amplification	['DNM1L']
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon5_Linear amplification_1	Linear amplification	[]
SH10TC_STOMACH	ACH-000764	SH10TC_STOMACH_amplicon6_Linear amplification_1	Linear amplification	['BLMH', 'CPD', 'GOSR1', 'NSRP1', 'SLC6A4', 'SMURF2P1-LRRC37BP1', 'TMIGD1']
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon1_Linear amplification_1	Linear amplification	[]
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon2_Linear amplification_1	Linear amplification	[]
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon3_Linear amplification_1	Linear amplification	['EML6']
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon4_Linear amplification_1	Linear amplification	['OR5H2']
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon5_Complex non-cyclic_1	Complex non-cyclic	[]
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon6_Linear amplification_1	Linear amplification	['COPS3', 'FLCN', 'MED9', 'MPRIP', 'NT5M', 'PLD6', 'RASD1', 'TBC1D27P', 'TNFRSF13B']
SHP77_LUNG	ACH-000790	SHP77_LUNG_amplicon7_Linear amplification_1	Linear amplification	['SSX7', 'SSX8P', 'XAGE1A', 'XAGE1B', 'XAGE2']
SKCO1_LARGE_INTESTINE	ACH-000400	SKCO1_LARGE_INTESTINE_amplicon1_Linear amplification_1	Linear amplification	['AANAT', 'ACOX1', 'ARMC7', 'ATP5PD', 'BTBD17', 'C17orf77', 'CASKIN2', 'CD300A', 'CD300C', 'CD300E', 'CD300H', 'CD300LB', 'CD300LD', 'CD300LF', 'CDK3', 'CDR2L', 'CYGB', 'DNAI2', 'EVPL', 'EXOC7', 'FADS6', 'FBF1', 'FDXR', 'FOXJ1', 'GALK1', 'GALR2', 'GGA3', 'GPR142', 'GPRC5C', 'GRB2', 'GRIN2C', 'H3-3B', 'HID1', 'HID1-AS1', 'ITGB4', 'JMJD6', 'JPT1', 'KCTD2', 'KIF19', 'LLGL2', 'METTL23', 'MFSD11', 'MGAT5B', 'MGC16275', 'MIF4GD', 'MRPL38', 'MRPL58', 'MRPS7', 'MXRA7', 'MYO15B', 'NAT9', 'NT5C', 'NUP85', 'OTOP2', 'OTOP3', 'PRCD', 'PRPSAP1', 'QRICH2', 'RAB37', 'RECQL5', 'RHBDF2', 'RNF157', 'RNF157-AS1', 'RPL38', 'SAP30BP', 'SCARNA16', 'SEC14L1', 'SEPTIN9', 'SEPTIN9-DT', 'SLC16A5', 'SLC25A19', 'SLC9A3R1', 'SMIM5', 'SMIM6', 'SNHG16', 'SNHG20', 'SNORD1A', 'SNORD1B', 'SNORD1C', 'SPHK1', 'SRP68', 'SRSF2', 'ST6GALNAC1', 'ST6GALNAC2', 'SUMO2', 'TEN1', 'TEN1-CDK3', 'TMEM104', 'TMEM94', 'TRIM47', 'TRIM65', 'TSEN54', 'TTYH2', 'UBALD2', 'UBE2O', 'UNC13D', 'UNK', 'USH1G', 'WBP2', 'ZACN']
